Customer_ID,Age,Gender,Education_Level,Region,Monthly_Income,Account_Balance,Credit_Score,Days_in_Arrears_12M,Requested_Loan_Amount
4250,47,Male,Technical,,1138.83,949.72,,11.0,2604.04
4251,57,Male,Secondary School,North,482.78,,,14.0,649.52
4252,19,Female,Technical,East,1106.72,1714.23,529.0,5.0,3945.7
4253,34,Female,Technical,,1428.96,2253.89,584.0,,2809.01
4254,58,Male,University,North,6520.76,10866.55,815.0,2.0,27385.92
4255,29,Male,Secondary School,Central,691.99,,521.0,12.0,3810.57
4256,52,Male,University,North,3418.37,6013.73,578.0,7.0,
4257,60,Female,Primary School,East,952.85,2493.12,475.0,6.0,1908.15
4258,18,Female,Primary School,,1431.12,1788.52,554.0,6.0,3031.62
4259,72,Male,Technical,Central,,2988.63,600.0,8.0,5826.78
4260,62,Male,Technical,West,,1534.03,562.0,7.0,4308.75
4261,32,Female,Technical,Central,2799.83,5019.4,643.0,10.0,8507.64
4262,43,Female,University,South,2944.84,4759.47,653.0,9.0,10823.72
4263,54,Female,Secondary School,,1526.48,,561.0,7.0,2943.96
4264,38,Male,Technical,South,,1868.02,607.0,9.0,8251.18
4265,66,Male,Secondary School,West,,3688.85,561.0,7.0,1315.75
4266,48,Male,Secondary School,East,,904.21,466.0,9.0,841.94
4267,42,Female,Primary School,West,1262.95,1653.75,427.0,11.0,4482.77
4268,40,Female,University,Central,6515.52,13201.72,,4.0,20761.98
4269,41,Male,Secondary School,South,2191.42,3864.18,606.0,7.0,8574.43
4270,74,Male,Secondary School,East,1820.79,3039.57,609.0,10.0,4898.39
4271,55,Male,Technical,West,,3461.32,626.0,4.0,5448.74
4272,45,Male,Secondary School,West,,2504.94,,8.0,3663.93
4273,38,Male,University,West,869.38,,445.0,8.0,2860.87
4274,71,Female,Technical,East,1186.36,2550.0,539.0,7.0,580.1
4275,60,Male,Primary School,North,1208.41,1222.73,553.0,5.0,500.0
4276,35,Male,Postgraduate,Central,4934.32,7945.96,,4.0,15117.57
4277,53,Female,Primary School,North,2796.31,5855.78,641.0,10.0,8742.61
4278,52,Male,Technical,North,1131.69,1614.78,530.0,5.0,
4279,62,Male,Secondary School,Central,,,629.0,7.0,6955.17
4280,72,Male,Secondary School,North,582.78,1146.25,369.0,13.0,1230.34
4281,26,Female,Technical,Central,1502.7,,,7.0,3692.62
4282,70,Female,Primary School,West,,3310.69,553.0,,4420.27
4283,55,Male,University,Central,5258.51,9738.7,704.0,8.0,17358.19
4284,75,Male,Secondary School,North,1107.31,,522.0,6.0,6389.17
4285,47,Male,Secondary School,East,1296.05,,509.0,11.0,6116.1
4286,61,Female,Technical,East,2920.69,5817.87,627.0,7.0,9121.75
4287,51,Female,Primary School,Central,878.58,2675.07,490.0,6.0,1962.79
4288,49,Female,Secondary School,Central,1199.28,1967.99,,6.0,
4289,20,Male,University,Central,1200.98,1236.76,522.0,6.0,4292.33
4290,20,Female,Technical,Central,2280.95,4512.85,573.0,9.0,6321.99
4291,45,Female,Secondary School,North,792.32,1439.57,,11.0,2108.07
4292,61,Female,Technical,South,3000.63,6722.65,685.0,6.0,9953.73
4293,32,Female,University,East,1342.51,2335.44,597.0,9.0,5070.02
4294,58,Male,Secondary School,South,1101.22,1625.39,522.0,11.0,1607.54
4295,40,Male,Technical,Central,1058.58,,513.0,8.0,4145.22
4296,57,Male,Secondary School,Central,1360.69,2114.51,523.0,7.0,2504.45
4297,28,Male,University,Central,3790.97,6603.29,726.0,4.0,13394.95
4298,65,Female,University,Central,1833.42,2064.59,650.0,7.0,6232.3
4299,49,Female,University,South,1566.16,3721.17,567.0,7.0,
4300,75,Female,Postgraduate,West,3489.36,,725.0,7.0,
4301,74,Male,Secondary School,,1548.84,1845.77,567.0,9.0,3760.21
4302,71,Male,Primary School,West,1722.69,4027.76,576.0,6.0,5636.94
4303,53,Female,Secondary School,West,848.58,,485.0,,
4304,50,Male,Secondary School,North,1697.05,4509.16,554.0,8.0,4942.75
4305,41,Male,Technical,North,,6674.61,721.0,7.0,11807.46
4306,56,Female,University,Central,1563.11,1847.94,604.0,4.0,3397.82
4307,51,Female,Secondary School,South,1664.46,3574.12,532.0,6.0,2886.44
4308,73,Male,Secondary School,North,1007.85,2654.95,,10.0,3856.66
4309,45,Female,University,North,3954.75,5777.41,685.0,9.0,12497.16
4310,54,Female,Secondary School,West,3290.49,5715.93,684.0,5.0,11801.88
4311,24,Female,Secondary School,North,847.19,,466.0,5.0,
4312,21,Female,Technical,Central,1968.73,4413.39,550.0,6.0,6749.45
4313,54,Male,Secondary School,East,1804.46,2526.47,540.0,10.0,4054.95
4314,73,Female,Postgraduate,West,3721.14,6909.94,664.0,7.0,12204.78
4315,18,Male,Secondary School,Central,1291.48,3872.52,544.0,5.0,5734.72
4316,18,Male,University,North,1769.28,1561.5,590.0,10.0,
4317,64,Female,Technical,East,929.06,1748.73,561.0,7.0,639.28
4318,37,Female,Primary School,East,1105.25,2092.82,,8.0,3082.47
4319,36,Female,Primary School,West,1750.61,1170.35,637.0,3.0,8017.52
4320,46,Female,Secondary School,,,3134.64,536.0,8.0,8364.53
4321,27,Female,Primary School,East,1263.41,2967.77,546.0,9.0,2942.5
4322,35,Female,Secondary School,Central,,1662.63,503.0,5.0,4022.15
4323,45,Male,Technical,West,1018.31,1989.46,460.0,8.0,2008.3
4324,52,Male,Technical,Central,1390.72,2386.58,552.0,9.0,4183.01
4325,60,Male,Technical,Central,789.63,2417.21,449.0,10.0,3825.31
4326,64,Male,Primary School,North,402.59,2647.25,,4.0,500.0
4327,48,Male,Technical,Central,994.95,2682.51,450.0,9.0,604.93
4328,44,Female,Secondary School,Central,1734.02,1243.3,591.0,7.0,3271.02
4329,28,Female,University,North,1117.21,1982.03,541.0,10.0,6908.88
4330,66,Female,University,Central,2916.57,6380.37,581.0,4.0,10149.51
4331,66,Female,University,Central,1733.74,2777.52,533.0,4.0,612.52
4332,55,Female,Technical,East,3174.15,6849.89,624.0,6.0,12069.83
4333,22,Male,Primary School,North,880.19,1314.75,410.0,7.0,1253.49
4334,25,Male,Primary School,East,,695.16,523.0,5.0,1415.97
4335,51,Male,University,East,1743.87,3715.7,590.0,8.0,3769.37
4336,65,Female,Secondary School,Central,1130.06,2400.31,545.0,8.0,
4337,69,Male,Secondary School,North,1644.75,2479.58,602.0,5.0,5593.99
4338,73,Female,University,East,2899.63,6259.97,658.0,1.0,10640.27
4339,29,Female,Technical,Central,1719.31,1610.91,500.0,6.0,4046.0
4340,55,Male,Primary School,North,694.48,2091.67,443.0,6.0,2339.76
4341,18,Male,Secondary School,Central,1717.19,2653.72,601.0,11.0,
4342,48,Male,Primary School,Central,704.9,2675.81,,9.0,500.0
4343,21,Male,Technical,Central,,2558.93,502.0,10.0,2592.64
4344,66,Female,Secondary School,West,1218.17,1916.29,,5.0,
4345,62,Female,Postgraduate,West,,7984.45,754.0,4.0,17544.39
4346,67,Female,Technical,West,1132.27,742.13,595.0,7.0,7128.52
4347,22,Female,Primary School,Central,1360.89,2387.49,532.0,9.0,2810.91
4348,47,Female,Primary School,West,381.74,,384.0,5.0,2068.12
4349,73,Female,Secondary School,South,1999.68,4441.65,596.0,7.0,5138.79
4350,41,Male,University,East,3836.35,6328.21,653.0,6.0,15581.95
4351,20,Female,Secondary School,South,1887.53,3689.08,,4.0,1920.95
4352,28,Male,University,North,,3824.43,579.0,8.0,6855.45
4353,62,Male,Secondary School,West,,3252.37,,6.0,2559.56
4354,21,Male,Secondary School,Central,942.04,1593.05,453.0,9.0,
4355,43,Female,University,,1644.3,2374.75,633.0,8.0,4832.51
4356,44,Male,Primary School,Central,919.79,695.87,366.0,15.0,1173.51
4357,63,Male,Technical,West,2857.06,4780.52,642.0,6.0,10088.87
4358,71,Female,Primary School,Central,,1977.41,566.0,11.0,3945.74
4359,60,Female,University,Central,3538.73,6211.21,627.0,7.0,10767.71
4360,44,Female,University,South,9483.48,17410.94,727.0,11.0,35377.01
4361,59,Female,University,South,5221.75,9133.1,737.0,6.0,20275.79
4362,68,Female,Secondary School,East,1566.98,2155.16,591.0,7.0,4392.82
4363,67,Female,Primary School,Central,,1426.65,,9.0,5386.73
4364,23,Male,Secondary School,North,2102.08,3608.94,586.0,14.0,7380.29
4365,32,Female,Secondary School,Central,2139.38,3397.69,652.0,8.0,8562.2
4366,70,Female,Technical,Central,2421.23,3069.87,632.0,4.0,8076.67
4367,47,Male,Secondary School,South,2944.06,4083.67,599.0,8.0,
4368,59,Male,Primary School,North,811.39,0.0,416.0,6.0,500.0
4369,54,Male,University,Central,2796.63,5169.55,654.0,5.0,9990.47
4370,75,Female,University,West,2515.74,4889.32,,7.0,7810.35
4371,54,Male,Postgraduate,North,4594.98,7598.43,743.0,6.0,16803.02
4372,59,Female,Secondary School,South,1260.79,2657.66,588.0,11.0,4749.46
4373,54,Female,Secondary School,North,1813.51,2956.75,589.0,6.0,7112.94
4374,52,Female,Secondary School,North,684.6,1114.92,455.0,4.0,989.6
4375,40,Female,Secondary School,South,1481.88,1623.87,560.0,5.0,545.66
4376,23,Male,Secondary School,Central,3121.53,6616.2,667.0,6.0,11819.26
4377,21,Male,Postgraduate,South,2505.63,5786.11,590.0,9.0,9183.2
4378,35,Male,Primary School,West,1131.25,2295.01,,9.0,3952.08
4379,26,Female,Secondary School,East,2352.12,3626.0,568.0,4.0,5615.94
4380,66,Male,Primary School,West,1554.56,2874.15,418.0,,2931.92
4381,46,Male,Secondary School,South,700.36,640.29,444.0,5.0,1676.65
4382,30,Male,Primary School,Central,1100.61,910.23,533.0,9.0,3944.86
4383,64,Female,Secondary School,Central,1861.0,3912.6,518.0,14.0,4139.26
4384,69,Male,Secondary School,East,2924.54,4467.29,678.0,4.0,9146.87
4385,34,Female,Primary School,South,2009.19,2936.17,610.0,7.0,8289.76
4386,62,Male,Primary School,North,1212.61,408.31,,12.0,3977.95
4387,49,Female,Technical,North,2430.48,5225.63,688.0,5.0,9168.5
4388,65,Male,Secondary School,Central,1514.84,3932.81,537.0,6.0,5559.67
4389,39,Female,Primary School,North,951.8,2302.09,,10.0,4151.87
4390,21,Female,University,Central,3769.71,7434.72,685.0,6.0,
4391,22,Male,Secondary School,South,2290.7,3051.97,643.0,,8291.33
4392,54,Female,Technical,North,2081.21,3537.22,663.0,2.0,5501.34
4393,58,Female,University,South,1846.46,3905.81,586.0,8.0,6159.34
4394,66,Female,Secondary School,East,1553.25,2016.42,600.0,7.0,4148.4
4395,30,Female,University,,2386.18,3969.01,589.0,5.0,7400.26
4396,51,Male,University,North,3701.74,5355.79,696.0,9.0,14238.36
4397,62,Female,Primary School,North,,1716.21,582.0,6.0,500.0
4398,39,Female,University,South,2418.1,4206.83,711.0,6.0,9697.34
4399,70,Female,Primary School,South,,2883.03,522.0,9.0,1790.1
4400,40,Female,Secondary School,Central,1324.27,1054.94,591.0,4.0,3103.51
4401,68,Male,University,Central,2833.29,3760.52,607.0,13.0,8913.67
4402,20,Female,University,Central,2415.63,5333.18,584.0,5.0,4139.85
4403,59,Female,Technical,East,1289.55,3179.54,518.0,8.0,4482.66
4404,51,Male,Primary School,North,951.65,1197.21,529.0,2.0,4784.69
4405,49,Female,Technical,East,968.86,2965.28,499.0,10.0,3437.7
4406,62,Female,Technical,South,1342.64,,483.0,11.0,4460.63
4407,68,Male,Secondary School,Central,2998.53,6307.35,671.0,6.0,8974.66
4408,75,Male,Postgraduate,South,4736.93,8294.12,762.0,2.0,16762.39
4409,66,Female,Secondary School,North,1095.34,2221.27,521.0,16.0,1326.4
4410,38,Male,Secondary School,Central,1366.12,2186.27,572.0,6.0,2064.5
4411,63,Male,Primary School,North,845.55,2858.62,452.0,11.0,2928.88
4412,61,Male,Secondary School,North,2159.12,3756.02,644.0,5.0,7147.42
4413,38,Male,Technical,Central,2001.41,3533.62,560.0,8.0,6126.65
4414,61,Female,Secondary School,East,2117.01,,608.0,6.0,8388.45
4415,28,Male,University,West,2026.12,3549.8,,11.0,4862.78
4416,56,Female,Primary School,South,1935.98,4878.08,,6.0,4910.23
4417,21,Female,Secondary School,Central,841.64,2598.42,428.0,5.0,1455.89
4418,68,Female,Technical,West,1450.12,2464.09,536.0,9.0,4034.2
4419,18,Male,Primary School,Central,956.37,1647.99,,6.0,3321.3
4420,45,Female,Technical,North,2599.45,3682.66,594.0,6.0,6488.14
4421,41,Male,University,Central,1876.99,3657.46,686.0,1.0,3280.51
4422,52,Male,Technical,South,1189.14,2400.84,511.0,7.0,749.56
4423,30,Female,Secondary School,Central,1471.64,3071.59,493.0,6.0,3864.71
4424,64,Female,University,South,7503.09,12233.69,663.0,7.0,23625.72
4425,51,Female,Postgraduate,North,2166.0,4826.75,678.0,7.0,7218.58
4426,28,Female,Secondary School,South,2548.73,4404.06,637.0,7.0,10172.38
4427,53,Female,Technical,South,1833.95,4284.21,540.0,5.0,7903.85
4428,68,Female,Primary School,East,1265.64,2441.24,522.0,7.0,7279.22
4429,34,Female,Primary School,West,901.12,2765.43,453.0,1.0,
4430,52,Male,Secondary School,South,2028.0,4169.69,628.0,3.0,5841.34
4431,35,Male,Postgraduate,Central,5196.57,8683.32,788.0,6.0,18297.06
4432,57,Female,Technical,South,3650.57,7227.35,638.0,4.0,13590.28
4433,39,Female,Secondary School,Central,1696.85,3868.23,595.0,6.0,5227.64
4434,74,Male,Primary School,West,935.03,1851.23,499.0,6.0,2295.16
4435,41,Male,University,East,5357.58,9418.75,692.0,8.0,16331.01
4436,75,Male,Secondary School,Central,1303.95,3086.16,,7.0,2625.95
4437,36,Female,Secondary School,East,,2808.95,457.0,16.0,4522.72
4438,54,Female,University,Central,2800.2,3990.91,651.0,6.0,6611.5
4439,56,Female,Technical,North,1199.6,2267.17,,,2797.02
4440,38,Female,Primary School,East,951.52,1555.36,,8.0,1927.33
4441,25,Female,Secondary School,Central,1923.21,4978.48,587.0,5.0,5898.12
4442,45,Male,University,West,8800.31,15268.78,718.0,6.0,29773.03
4443,22,Male,University,Central,2975.34,5799.82,663.0,6.0,11326.26
4444,34,Male,Primary School,East,2014.32,4179.92,554.0,8.0,5055.03
4445,54,Female,Secondary School,South,1223.05,2251.02,523.0,7.0,4318.13
4446,53,Male,Primary School,West,1383.54,3595.4,504.0,7.0,1868.78
4447,71,Female,Technical,Central,803.35,1370.29,517.0,2.0,1567.35
4448,36,Female,University,Central,,1366.94,501.0,12.0,3358.62
4449,44,Male,Secondary School,East,1616.88,4085.19,645.0,8.0,3723.07
4450,70,Female,University,South,2971.55,4991.48,630.0,7.0,8677.37
4451,51,Female,Technical,Central,2681.12,4901.69,654.0,4.0,7059.5
4452,28,Male,University,South,2144.31,3734.92,619.0,7.0,5560.77
4453,71,Male,Postgraduate,West,6884.3,11636.0,693.0,6.0,24950.17
4454,62,Female,Secondary School,East,1998.69,,517.0,10.0,4135.64
4455,64,Male,Secondary School,South,692.59,14.08,419.0,6.0,500.0
4456,29,Male,Technical,East,776.78,1813.37,,8.0,886.2
4457,71,Female,University,Central,2690.24,5418.24,600.0,5.0,7047.59
4458,38,Female,Secondary School,West,1338.42,2607.95,501.0,4.0,
4459,71,Male,University,South,2805.19,5537.02,709.0,6.0,9241.36
4460,28,Female,Primary School,Central,1003.77,1701.94,471.0,7.0,2980.05
4461,56,Female,Primary School,North,941.83,1856.74,529.0,7.0,3966.47
4462,45,Male,Primary School,Central,867.88,1539.72,,10.0,978.39
4463,22,Female,Postgraduate,,3091.48,5507.15,633.0,6.0,7876.19
4464,34,Male,Technical,East,2586.8,3789.35,603.0,6.0,4674.3
4465,73,Male,Primary School,West,785.1,2466.68,469.0,7.0,814.88
4466,37,Female,Postgraduate,West,3071.89,5297.9,589.0,7.0,7567.44
4467,58,Female,University,,4703.59,8095.84,667.0,6.0,17295.18
4468,63,Male,University,South,1142.46,1606.73,490.0,6.0,4634.04
4469,75,Female,Secondary School,South,2134.73,3534.5,634.0,5.0,5626.24
4470,29,Female,Primary School,North,,1617.71,561.0,6.0,4479.87
4471,23,Female,Secondary School,South,1016.99,1987.5,544.0,9.0,
4472,34,Male,University,Central,1841.9,1968.73,563.0,6.0,4508.95
4473,68,Female,Technical,North,3014.01,4736.88,611.0,2.0,6039.57
4474,36,Male,Technical,North,,4211.29,559.0,7.0,3173.9
4475,43,Male,University,East,1482.95,3803.92,564.0,8.0,2660.7
4476,65,Female,Secondary School,South,1062.45,1703.75,510.0,8.0,1914.2
4477,61,Female,Technical,East,1492.86,4683.29,586.0,6.0,6352.35
4478,61,Female,Secondary School,South,2301.29,4703.03,570.0,9.0,6465.1
4479,69,Male,Primary School,North,1008.77,2993.36,505.0,7.0,1806.97
4480,49,Male,Secondary School,North,1504.88,2781.83,549.0,6.0,5676.42
4481,23,Female,University,Central,1693.54,2848.05,552.0,7.0,6788.53
4482,72,Male,University,Central,,,580.0,4.0,7595.92
4483,75,Female,Secondary School,West,1486.4,3569.68,499.0,10.0,3513.15
4484,53,Male,Secondary School,South,1008.98,1598.62,,9.0,1952.71
4485,55,Female,Primary School,Central,866.59,1912.33,555.0,9.0,701.94
4486,28,Female,Postgraduate,North,2539.44,2220.6,565.0,3.0,6608.46
4487,50,Female,Technical,South,3596.17,5953.04,646.0,11.0,12285.2
4488,41,Female,Postgraduate,South,3387.03,7238.73,632.0,7.0,11705.59
4489,40,Female,University,,1598.79,2449.92,538.0,6.0,4380.91
4490,32,Male,Secondary School,Central,2151.0,3829.3,682.0,,7581.04
4491,44,Male,Primary School,South,1805.07,3150.42,594.0,5.0,6764.2
4492,28,Female,Secondary School,Central,,863.77,467.0,6.0,685.36
4493,74,Male,Primary School,East,2652.41,4703.47,635.0,10.0,8803.79
4494,68,Female,Primary School,North,1500.0,2533.17,588.0,4.0,3607.25
4495,67,Male,Secondary School,Central,1902.54,2691.82,638.0,9.0,7531.01
4496,34,Male,Technical,South,2085.55,3638.56,610.0,6.0,5678.08
4497,68,Male,Secondary School,North,1836.94,2365.06,659.0,8.0,2141.53
4498,70,Female,Secondary School,South,1503.81,2667.73,527.0,8.0,2569.0
4499,31,Female,Technical,North,2360.48,4189.79,597.0,3.0,4740.86
4500,44,Female,Primary School,North,1039.06,3448.5,509.0,13.0,2379.07
4501,35,Female,University,West,4808.06,8014.4,712.0,2.0,18826.29
4502,45,Male,Technical,Central,738.98,1979.34,435.0,7.0,3106.67
4503,68,Male,Secondary School,North,1047.78,729.63,553.0,4.0,1780.49
4504,64,Female,Technical,North,,5939.68,633.0,6.0,7623.39
4505,64,Female,Secondary School,West,1511.12,3037.11,536.0,,4245.69
4506,21,Male,Primary School,South,,1843.9,464.0,,2200.24
4507,24,Female,Secondary School,,,,591.0,,
4508,62,Male,Postgraduate,East,1987.24,3628.71,571.0,2.0,5639.09
4509,52,Male,Primary School,East,768.14,1051.64,430.0,9.0,500.0
4510,65,Female,Secondary School,Central,1481.88,1917.69,508.0,7.0,2929.42
4511,26,Male,University,East,2764.44,5138.09,551.0,12.0,12454.94
4512,25,Male,Secondary School,Central,1050.84,2894.33,481.0,9.0,3535.53
4513,69,Male,Secondary School,East,703.82,0.0,360.0,10.0,2044.75
4514,62,Male,University,East,2768.25,6753.78,610.0,5.0,6081.57
4515,34,Female,Secondary School,South,1838.18,2619.25,668.0,6.0,6856.07
4516,34,Female,Technical,Central,1084.86,2200.05,473.0,5.0,2399.03
4517,66,Female,University,South,2108.01,3215.45,634.0,13.0,6172.55
4518,50,Female,University,,3673.92,6566.71,680.0,4.0,10814.39
4519,49,Male,Postgraduate,Central,1987.43,3839.2,648.0,12.0,5713.44
4520,25,Male,University,West,2287.41,3975.06,573.0,14.0,6451.5
4521,36,Male,Technical,South,1319.64,2518.08,533.0,9.0,4771.58
4522,55,Male,University,North,6583.0,11937.43,725.0,6.0,25783.61
4523,20,Male,University,South,1322.59,2831.3,529.0,3.0,
4524,22,Female,Postgraduate,,1395.78,2908.73,489.0,12.0,
4525,30,Female,University,West,3080.25,3810.17,618.0,7.0,9496.52
4526,64,Female,Secondary School,South,1352.67,2167.46,,11.0,
4527,63,Female,Technical,North,1179.76,3194.48,,7.0,3853.75
4528,48,Male,Primary School,North,973.87,2428.74,500.0,7.0,1885.71
4529,72,Female,Secondary School,North,3144.94,4768.62,735.0,2.0,11930.94
4530,33,Female,Primary School,North,,1828.57,,7.0,5332.54
4531,67,Male,Postgraduate,East,6698.36,11874.46,751.0,2.0,25002.19
4532,49,Male,Secondary School,Central,871.19,1372.54,,6.0,3597.68
4533,39,Female,Technical,Central,2920.46,5127.74,580.0,13.0,10761.15
4534,46,Female,Technical,East,1174.12,1705.24,,13.0,3135.38
4535,39,Female,Primary School,Central,2073.31,,,2.0,5843.4
4536,60,Female,Technical,North,3122.67,7322.34,733.0,4.0,10786.67
4537,20,Female,Technical,South,1101.23,2128.04,529.0,5.0,810.9
4538,71,Male,University,North,3070.47,5354.09,664.0,3.0,8418.78
4539,27,Male,Primary School,South,1279.0,2903.65,615.0,10.0,3981.63
4540,59,Male,Secondary School,East,2364.06,3007.98,,10.0,7497.79
4541,38,Male,Technical,West,1073.44,2369.71,,10.0,2491.62
4542,33,Female,Primary School,North,,596.81,578.0,8.0,1823.36
4543,29,Female,Secondary School,Central,1494.48,2979.93,585.0,5.0,8107.23
4544,19,Female,Secondary School,South,2820.27,4386.13,648.0,7.0,10743.89
4545,58,Male,Technical,Central,1908.67,3996.21,492.0,5.0,5440.58
4546,41,Female,Secondary School,,967.77,3867.96,550.0,10.0,797.02
4547,52,Male,Technical,North,2122.23,3943.22,,5.0,4889.17
4548,73,Male,Postgraduate,South,2219.19,2799.07,544.0,5.0,5686.66
4549,47,Female,University,West,1135.56,1523.4,,11.0,3022.73
4550,74,Female,Secondary School,West,1483.8,2945.41,581.0,5.0,2929.82
4551,47,Male,Secondary School,East,1717.65,4106.27,528.0,10.0,6330.28
4552,64,Male,Secondary School,North,1708.1,2181.4,514.0,9.0,5093.65
4553,52,Female,Primary School,South,1254.33,3756.3,440.0,10.0,2966.57
4554,36,Male,Secondary School,Central,3312.79,6469.34,634.0,8.0,11210.42
4555,67,Male,Secondary School,West,,5689.63,646.0,4.0,9941.59
4556,25,Female,Technical,West,1201.35,,,9.0,2181.34
4557,43,Male,Postgraduate,West,5058.47,8091.93,786.0,9.0,18231.18
4558,66,Male,Postgraduate,West,9570.85,16496.72,742.0,4.0,38327.87
4559,57,Male,Primary School,South,,3809.73,612.0,9.0,10321.6
4560,24,Female,Technical,East,2734.38,6714.97,665.0,4.0,
4561,47,Female,Primary School,West,1141.71,2065.62,478.0,6.0,
4562,24,Male,Technical,South,965.87,1885.09,567.0,7.0,3965.29
4563,20,Male,Primary School,East,745.29,2247.51,494.0,4.0,1509.86
4564,18,Male,Postgraduate,West,3990.26,6042.86,658.0,7.0,15243.78
4565,53,Male,University,South,2801.37,4391.48,696.0,1.0,10705.35
4566,42,Female,Primary School,North,1238.5,2512.16,582.0,5.0,
4567,54,Female,University,North,3702.76,8014.27,656.0,10.0,9576.45
4568,18,Male,Technical,North,2905.02,5938.82,593.0,7.0,10331.45
4569,32,Male,Secondary School,Central,2489.43,4765.96,,7.0,6638.95
4570,54,Male,Technical,Central,2568.23,4829.39,648.0,6.0,7899.0
4571,30,Male,Technical,South,2219.57,4895.99,579.0,6.0,8162.56
4572,57,Male,University,Central,1951.02,,578.0,8.0,6498.37
4573,25,Female,University,West,2412.04,4581.0,589.0,7.0,6062.33
4574,22,Female,Technical,Central,2034.06,4036.92,559.0,10.0,5521.97
4575,26,Female,University,West,2270.65,3876.1,614.0,9.0,7787.94
4576,18,Male,Postgraduate,North,1537.78,2662.55,,9.0,6636.74
4577,53,Female,Secondary School,South,1771.59,1900.57,,11.0,6437.14
4578,52,Male,Primary School,South,1193.12,1707.29,521.0,9.0,3155.1
4579,19,Male,University,East,2154.53,1986.47,550.0,10.0,7018.0
4580,57,Female,Postgraduate,South,4401.35,8460.52,697.0,7.0,15657.67
4581,40,Male,Primary School,North,1534.09,2860.64,580.0,9.0,4758.91
4582,26,Female,Secondary School,Central,2487.44,4370.07,610.0,9.0,5744.73
4583,51,Female,Primary School,Central,1594.7,,,7.0,3789.71
4584,63,Female,University,Central,2104.24,4028.67,562.0,7.0,7061.92
4585,31,Female,Postgraduate,South,5860.3,10272.95,730.0,5.0,21256.18
4586,21,Male,Secondary School,South,2830.82,3979.24,646.0,6.0,10070.98
4587,47,Female,Secondary School,East,,3101.26,594.0,12.0,3727.75
4588,48,Female,University,West,4263.27,6881.54,648.0,9.0,15166.12
4589,55,Female,Primary School,Central,1325.59,2666.28,541.0,10.0,3099.63
4590,28,Male,University,North,3917.59,8099.84,639.0,4.0,13186.96
4591,52,Female,Secondary School,East,2776.76,6416.17,,11.0,10475.82
4592,25,Male,Technical,Central,1309.37,2661.01,470.0,8.0,
4593,20,Female,Technical,South,3235.06,5575.6,696.0,12.0,
4594,31,Male,Technical,South,1798.42,2858.12,489.0,6.0,4317.0
4595,30,Female,Postgraduate,South,3842.36,7187.38,631.0,6.0,11879.27
4596,62,Male,Postgraduate,,5661.43,8636.48,730.0,9.0,18184.86
4597,49,Male,University,West,2168.47,3259.63,565.0,8.0,7558.26
4598,51,Male,Secondary School,West,2387.35,3687.5,580.0,3.0,7953.59
4599,62,Male,Secondary School,East,1681.96,3356.02,598.0,8.0,3142.75
4600,36,Male,Secondary School,West,1209.03,2131.71,405.0,11.0,3544.08
4601,55,Male,University,North,3290.4,6046.02,584.0,3.0,8046.29
4602,33,Female,Technical,East,3108.73,5496.95,599.0,6.0,9817.5
4603,19,Female,Postgraduate,,3305.78,5774.67,602.0,8.0,8300.0
4604,57,Female,Postgraduate,East,2154.65,,636.0,6.0,6154.66
4605,34,Male,Technical,North,1533.53,3318.45,568.0,5.0,3012.35
4606,72,Male,University,,1850.8,4185.73,593.0,6.0,5892.25
4607,51,Male,Postgraduate,North,9355.94,16819.17,814.0,8.0,38656.24
4608,59,Female,University,Central,,3856.74,,7.0,4879.78
4609,33,Female,Technical,Central,635.63,2416.37,443.0,6.0,1461.76
4610,55,Male,University,North,2071.5,3241.98,669.0,2.0,8463.04
4611,19,Male,Primary School,East,1246.62,2877.25,531.0,7.0,3954.94
4612,19,Female,Technical,West,1745.18,2685.89,522.0,6.0,2382.04
4613,43,Female,Secondary School,East,,3917.95,587.0,6.0,3074.05
4614,30,Female,Primary School,East,659.13,1336.99,444.0,7.0,3120.13
4615,73,Female,University,East,2620.16,4401.99,639.0,4.0,9784.58
4616,64,Male,Technical,West,1203.47,1439.77,491.0,14.0,1751.81
4617,48,Male,Secondary School,South,2282.53,3650.46,669.0,2.0,8853.08
4618,51,Male,Secondary School,South,913.28,1519.43,546.0,10.0,2350.6
4619,56,Male,Postgraduate,West,3264.2,,652.0,4.0,11427.21
4620,20,Male,University,,1606.79,2654.54,535.0,11.0,2473.09
4621,25,Female,Primary School,North,1781.59,2846.37,603.0,7.0,4777.8
4622,40,Male,Postgraduate,East,2661.94,6211.08,582.0,3.0,9260.99
4623,31,Male,Secondary School,Central,915.4,1326.12,449.0,9.0,3534.38
4624,73,Male,Technical,Central,3072.03,4604.23,683.0,8.0,10297.4
4625,72,Male,Technical,Central,778.1,305.6,473.0,5.0,4094.35
4626,44,Male,University,East,3292.23,5336.55,708.0,4.0,12514.49
4627,71,Female,University,West,2954.61,5315.99,615.0,5.0,7349.99
4628,46,Female,Secondary School,North,4707.37,8495.05,657.0,4.0,15617.63
4629,56,Male,Technical,Central,2480.63,3970.2,649.0,7.0,5622.14
4630,70,Male,Secondary School,North,1984.12,2335.0,537.0,9.0,7043.24
4631,56,Male,Technical,South,1261.75,1562.39,560.0,14.0,3819.91
4632,18,Female,Technical,Central,1554.63,1741.3,549.0,7.0,5549.91
4633,34,Male,Secondary School,Central,1662.31,589.67,525.0,7.0,4044.03
